property_id,property_type,country,city,street,building_number,square_footage,number_of_bedrooms,number_of_bathrooms,year_built
2699,Penthouse,Syrian Arab Republic,West Reneechester,Wyatt Ramp,17764,8287,5,1,2000
2700,Apartment,Brunei Darussalam,Port Carrietown,Pamela Springs,96376,12037,6,1,2013
2701,Villa,Afghanistan,East Daniel,Virginia Flat,88219,1331,9,4,2022
2702,Townhouse,Reunion,North Stephanie,Bonilla Pike,404,6782,5,8,2001
2703,Duplex,Czech Republic,South Jeanette,Matthew Mill,0739,748,7,1,2019
2704,Villa,Mauritania,New Meghan,Gonzalez Walks,98276,13679,9,8,2003
2705,Townhouse,Tuvalu,West Lorettaburgh,Jennifer Well,1147,7073,10,9,2007
2706,Villa,Bangladesh,Kevinbury,Michelle Falls,8038,15467,6,6,2010
2707,Townhouse,Sri Lanka,West Alexistown,Carpenter Mount,124,10017,6,3,2021
2708,Duplex,Montenegro,Stevenborough,Angela Freeway,8259,17187,6,4,2010
2709,Studio,Andorra,Cohenmouth,John Cape,055,19717,3,8,2007
2710,Duplex,Trinidad and Tobago,Scottfort,Lauren Square,392,16335,7,7,2004
2711,Townhouse,Sri Lanka,Ericville,Johnson Points,3537,13863,1,1,2002
2712,Loft,Turks and Caicos Islands,Joville,Sandoval Haven,870,19947,4,1,2013
2713,House,Greenland,West Anthony,Katherine Haven,937,5550,9,6,2005
2714,Penthouse,Liechtenstein,Joshuaville,Thompson Spurs,94857,14837,6,1,2000
2715,Duplex,India,Reynoldsstad,April Station,561,7372,5,8,2020
2716,Condo,Haiti,Aprilfurt,Hansen Drive,5092,3426,3,10,2017
2717,Condo,Iraq,East Mark,Danielle Ridge,057,2830,1,4,2003
2718,Apartment,Australia,New Elizabeth,Brian Green,5749,7092,4,2,2014
2719,House,Gibraltar,East Peterport,Ashley Tunnel,77586,14001,7,2,2006
2720,Penthouse,Chile,North Patrick,Rebecca Knolls,367,13220,5,8,2005
2721,House,Iran,Noahhaven,Mcgrath Forges,7454,16444,5,9,2004
2722,Apartment,Algeria,East Tyler,Jeremy Lane,285,7109,9,9,2004
2723,Condo,Palau,New Marieside,Mary Lock,27315,718,5,4,2023
2724,House,Burkina Faso,Kaylaton,Michael Mount,1646,9554,9,2,2003
2725,Loft,Libyan Arab Jamahiriya,Tamarashire,Elizabeth Via,889,17309,7,10,2010
2726,Condo,Nigeria,East Douglasbury,Payne Expressway,1602,18408,4,8,2017
2727,Penthouse,Argentina,South Kimberly,Elizabeth Harbor,173,17176,2,1,2007
2728,Condo,Albania,Parkberg,Bailey Unions,84843,18421,1,3,2023
2729,Cottage,British Indian Ocean Territory (Chagos Archipelago),Luisbury,Velasquez Groves,8959,7361,10,10,2012
2730,Studio,Burundi,Millershire,Jones Walks,956,9600,2,2,2013
2731,Villa,Faroe Islands,New Jefferyville,Joy Fork,84166,13579,10,3,2006
2732,Condo,Antigua and Barbuda,Port Jesse,Emily Club,7249,16725,7,3,2004
2733,Townhouse,Tanzania,Kennethhaven,Garcia Squares,2099,13814,6,3,2001
2734,Cottage,Western Sahara,North Heidi,White Passage,46650,16664,5,5,2003
2735,Townhouse,Monaco,Pamelastad,Edwards Mountain,5161,14015,7,9,2006
2736,Penthouse,Maldives,Garrettfurt,David Knolls,9148,8921,3,7,2015
2737,House,Tanzania,Port Mallory,Gaines Harbors,30697,337,6,8,2020
2738,House,Pitcairn Islands,Aprilmouth,Cortez Parkways,061,19025,1,3,2017
2739,Cottage,Burkina Faso,Megantown,Paula Turnpike,258,7242,2,7,2013
2740,Cottage,Ecuador,Curryview,Andersen Station,1869,11097,2,6,2013
2741,Cottage,Brazil,West Christyfurt,Jason Squares,200,5183,6,2,2019
2742,Duplex,Estonia,South Jenniferfort,Powell Station,9041,4383,2,4,2020
2743,Loft,Korea,New Kathryn,Jennifer Heights,974,1346,4,7,2016
2744,Cottage,Trinidad and Tobago,Tylerland,Alexandria Expressway,47852,2477,8,4,2023
2745,Loft,Netherlands Antilles,Port Scott,James Islands,961,9367,9,2,2002
2746,Studio,Trinidad and Tobago,Juliefurt,Caitlin Summit,91985,15656,6,7,2016
2747,Loft,Suriname,North Christopherborough,Griffin Trail,2585,15549,6,4,2022
2748,Apartment,Cameroon,Michaelview,Julie Lake,990,18390,5,4,2020
2749,Townhouse,Belgium,Jacobmouth,Thompson Shoals,261,357,1,4,2019
2750,Apartment,Czech Republic,Myerston,Brittney Prairie,0389,11865,6,9,2011
2751,Loft,Azerbaijan,East Haileyhaven,Julie Greens,20957,7382,3,4,2011
2752,House,Tuvalu,Kelseyton,Russell Islands,19039,18478,7,9,2008
2753,House,Albania,Timothyfurt,Devin Valleys,9751,3559,3,6,2022
2754,Studio,Cuba,Malonefurt,Jenkins Trafficway,240,17850,2,6,2016
2755,Studio,Macao,Zacharychester,Clark Parkways,6409,6148,3,6,2007
2756,Penthouse,Switzerland,New Kenneth,Todd Causeway,6350,6064,5,10,2005
2757,Cottage,Bouvet Island (Bouvetoya),West Nancyshire,Gloria Ramp,307,12118,10,2,2016
2758,Studio,Oman,Taylorburgh,Mason Well,236,17164,5,1,2019
2759,Cottage,Ethiopia,Lake Thomas,Joshua Row,971,3527,1,6,2017
2760,Townhouse,Timor-Leste,North Billy,Santiago Trafficway,531,3696,7,9,2012
2761,Apartment,Saint Lucia,West Blake,Glover Courts,89632,14051,6,7,2008
2762,House,Liechtenstein,Hayesberg,Peter Course,03411,6527,2,1,2023
2763,Villa,Mali,Boothstad,Scott Wall,41164,11856,3,4,2003
2764,Condo,Palestinian Territory,Johnsonmouth,John Meadows,065,17823,1,1,2016
2765,Apartment,Cote d'Ivoire,South Jennifer,Brown Island,8867,1660,8,7,2012
2766,Duplex,Iceland,Robertshire,Stephen Manors,3251,10831,7,3,2004
2767,Duplex,Puerto Rico,Lake Sharonburgh,Miguel Expressway,50470,11473,1,9,2004
2768,Villa,United States Virgin Islands,Leonardberg,Theodore Cove,0347,8602,1,2,2018
2769,Studio,Montserrat,Martinville,Jason Ports,756,2654,5,10,2008
2770,Duplex,Paraguay,New Nicholaston,Jennifer Tunnel,03980,5857,3,2,2014
2771,Villa,Norway,East Brandonview,Warner Mews,27119,10063,10,9,2001
2772,Villa,Suriname,Johnfort,Davis Manor,01234,5845,3,7,2020
2773,House,Cote d'Ivoire,Kevinville,Hess Crest,31946,15863,7,4,2021
2774,Condo,Madagascar,Simpsonborough,Jasmine Road,579,2510,10,2,2008
2775,Villa,Iran,West Amberbury,William Rapid,22383,10480,4,7,2018
2776,Villa,Sierra Leone,New Scott,Bradley Prairie,668,4690,9,9,2019
2777,Townhouse,Gabon,Holmeston,Stephens Gardens,1103,7623,3,7,2012
2778,Villa,Marshall Islands,Floreston,Phillip Rapids,23059,13618,5,2,2021
2779,Studio,Guadeloupe,Rodriguezburgh,Ashley Expressway,4578,3355,5,2,2002
2780,Loft,Azerbaijan,East Barbara,Phillips Shoals,9168,3357,1,5,2005
2781,Cottage,Niue,Hernandezfort,Barnett Avenue,51258,14916,7,7,2000
2782,Apartment,United States of America,Cuevasfurt,Emily Dam,849,5715,1,6,2021
2783,Apartment,Gabon,West Sara,Russell Summit,33185,2196,3,6,2012
2784,Duplex,Pitcairn Islands,East Ashleyview,Jill Greens,4479,14671,1,8,2020
2785,Cottage,Timor-Leste,Cesarchester,Jones Circle,500,8719,4,7,2012
2786,Townhouse,Slovakia (Slovak Republic),New Richard,Mccann Roads,5549,11238,5,1,2007
2787,Townhouse,Suriname,Josephtown,Pineda Summit,50703,342,6,5,2011
2788,House,Zimbabwe,Obrienview,Susan Track,7599,1441,7,8,2018
2789,Penthouse,Cameroon,North Stephanie,Mcintosh Station,54389,10173,10,2,2011
2790,Duplex,Swaziland,North Laurashire,Tonya Corner,53183,4015,7,10,2012
2791,Duplex,Sierra Leone,Jacksonmouth,Hoffman Lake,97691,13685,5,4,2013
2792,Condo,Central African Republic,Barbermouth,Wilson Ramp,929,18974,3,8,2017
2793,Condo,Wallis and Futuna,North Juliefort,Bryan Roads,3322,5374,8,4,2018
2794,Villa,Montserrat,New Janet,Mcclure Hollow,24894,4023,3,4,2019
2795,House,Venezuela,Ruizmouth,Paula Knolls,33829,16643,4,8,2021
2796,Loft,Cuba,Eddiemouth,Victoria Meadow,127,735,3,7,2003
2797,Villa,Botswana,Tylerfurt,Brown Tunnel,545,9144,5,4,2015
2798,Townhouse,Northern Mariana Islands,East Audreychester,Amy Plaza,66272,8994,1,9,2018
2799,Condo,Iran,Philipmouth,David Park,517,2131,4,9,2012
2800,Townhouse,Aruba,Lake Stephenburgh,Jessica Landing,48437,17207,10,2,2009
2801,Apartment,Isle of Man,Myersview,Wells Pines,0377,6195,10,10,2002
2802,Penthouse,Slovakia (Slovak Republic),Pamelahaven,Danielle Rest,7369,10942,7,10,2013
2803,Studio,Cambodia,Rhondaborough,Andrew Squares,14257,10526,10,3,2003
2804,Townhouse,Tunisia,Vanessamouth,Middleton Summit,69071,15616,2,5,2016
2805,House,Comoros,West Leslie,Amanda Knolls,6149,11995,5,4,2007
2806,Condo,Syrian Arab Republic,New Jesseview,Luke Parkways,0135,3916,10,6,2016
2807,Loft,Colombia,Matthewburgh,Jones Common,2621,11241,8,9,2015
2808,Loft,Morocco,Lake Jason,Erica Mall,6972,14297,5,3,2023
2809,Villa,Martinique,Martinburgh,Kimberly Shoals,71680,16130,1,7,2023
2810,Duplex,Saint Vincent and the Grenadines,West Yolanda,Francis Hollow,68264,16908,6,8,2000
2811,Studio,Mauritius,East Nicholas,Todd Coves,0563,769,8,2,2011
2812,Studio,Korea,Chapmanton,Kevin Mount,4392,8798,6,7,2004
2813,Penthouse,Mexico,South Jenniferport,Amy Stream,2335,12835,4,4,2001
2814,Cottage,Brunei Darussalam,West Lauren,Karen Ramp,63667,5244,8,4,2000
2815,Cottage,Guinea,Brownhaven,Nancy Parkways,34014,9896,2,10,2005
2816,Loft,Macao,New Janet,James Isle,5722,15996,2,4,2011
2817,Condo,Azerbaijan,South Beverlyville,Norris Crest,7439,6164,2,7,2020
2818,Penthouse,Equatorial Guinea,Amyton,Zimmerman Village,600,11462,4,3,2021
2819,Villa,Somalia,Morrisburgh,Hughes View,6615,12469,6,9,2003
2820,Duplex,Saint Lucia,Penabury,Johnson Crossroad,779,4045,1,1,2001
2821,Townhouse,China,Hawkinsfort,Jonathan Land,15717,19296,9,6,2021
2822,Villa,Italy,Rogersside,Anderson Point,0344,3624,5,3,2000
2823,Studio,Mozambique,Cervantesborough,Karen Knoll,76726,17284,7,6,2008
2824,Condo,Bulgaria,Turnerbury,Smith Pass,1069,4838,3,1,2001
2825,Villa,Solomon Islands,Lake Jermaineport,Nichols Stream,6587,5009,1,9,2015
2826,Townhouse,Iraq,New Robert,Hampton Valleys,4441,14407,10,3,2020
2827,Townhouse,Sri Lanka,Brianfurt,Jennifer Islands,609,16631,6,8,2016
2828,Villa,Vanuatu,Lake Harold,Peterson Track,694,1665,3,6,2012
2829,Studio,Korea,Mayfort,Christopher Wall,0445,6598,6,1,2021
2830,Penthouse,Belgium,Port Rickychester,Robbins Row,6075,6256,9,9,2006
2831,Townhouse,Palestinian Territory,Jessemouth,Sandoval Haven,701,11848,10,8,2020
2832,Apartment,Chad,South Thomas,Farmer Course,039,1568,8,3,2019
2833,House,Togo,West Kristinaton,April Course,1058,17714,9,2,2010
2834,Townhouse,Micronesia,Lake Derek,Drake Via,57523,849,7,9,2021
2835,Villa,Anguilla,Dunnland,Lawrence Junction,0084,17824,2,7,2018
2836,Duplex,North Macedonia,Ronaldfort,Williams Plaza,5732,3176,1,5,2007
2837,Penthouse,Trinidad and Tobago,Bryanmouth,Fisher Ports,5584,15978,5,4,2009
2838,Penthouse,Argentina,West Dana,Stephanie Brooks,0692,7714,2,1,2011
2839,Villa,Cameroon,East Bradleystad,Anna Lodge,4169,7285,1,6,2021
2840,Loft,Burundi,Roberttown,Harvey Summit,38419,17905,4,8,2017
2841,Studio,Svalbard & Jan Mayen Islands,West Tammyborough,Hodge Valleys,759,347,9,6,2006
2842,Studio,Uzbekistan,Joemouth,Thomas Creek,210,6181,6,3,2008
2843,Townhouse,Barbados,Jonesfort,Jessica Ramp,1550,7464,3,4,2018
2844,Apartment,Indonesia,Prattfort,Zamora Field,6174,16747,4,7,2000
2845,Apartment,Seychelles,Johnsonport,Joshua Stravenue,53629,340,5,6,2004
2846,Villa,Tanzania,Kaitlynberg,John Isle,70018,4502,5,8,2020
2847,Loft,Northern Mariana Islands,Dawnside,Graham Street,00734,8507,10,10,2010
2848,Studio,Bahamas,Danielburgh,Kristin Islands,830,6976,4,5,2016
2849,Duplex,Netherlands,Port Kristinbury,Mayo Path,140,13184,3,3,2014
2850,Studio,Cote d'Ivoire,Kylestad,Santos Stravenue,76985,8910,10,5,2017
2851,Apartment,Barbados,Alexanderburgh,Madden Glens,119,1515,7,4,2000
2852,Cottage,Grenada,Timothytown,Hale Way,21136,19529,7,4,2017
2853,Condo,United States Minor Outlying Islands,New Brian,Melissa Crest,683,3537,9,10,2013
2854,Cottage,Chad,East Joseland,Moody Pines,586,6943,2,4,2004
2855,Studio,Australia,Rodriguezmouth,Martinez Point,145,11464,8,6,2008
2856,Duplex,Romania,Wilsonshire,Patrick Club,3015,11556,10,8,2023
2857,Apartment,Moldova,Zimmermanhaven,Jacob Glen,730,10462,1,10,2011
2858,Apartment,Norfolk Island,New Stephenberg,Jessica Meadow,089,1991,9,3,2009
2859,Studio,Romania,East Kaylaport,Ryan Village,7143,7293,1,1,2019
2860,Penthouse,Gibraltar,Schmidtview,Duncan Pike,409,2062,7,7,2000
2861,House,Saint Vincent and the Grenadines,Melissaland,Ingram Mall,46666,14644,5,10,2020
2862,Apartment,Czech Republic,Fitzpatrickchester,Jones Spurs,1023,1123,7,8,2003
2863,Duplex,Brunei Darussalam,Lake Nathanielshire,Higgins Port,737,3264,6,3,2004
2864,Townhouse,Cuba,Lake Miguel,Soto Cliff,1438,1544,4,3,2014
2865,Condo,Burkina Faso,West Carlos,Pearson Ports,111,18878,1,8,2002
2866,Apartment,Iceland,North Tammy,Thomas Turnpike,283,3259,8,10,2015
2867,Cottage,Aruba,Lukemouth,Philip Stravenue,4655,15749,4,5,2000
2868,House,Seychelles,Lake Stefaniemouth,Sonya Creek,34919,5993,8,4,2016
2869,Cottage,Sao Tome and Principe,Johnville,Thompson Path,63946,5667,8,7,2018
2870,Condo,Malawi,New Rogermouth,West Garden,015,960,2,2,2019
2871,House,Chad,East Nancyside,Thompson Squares,9064,3324,10,7,2021
2872,Villa,Guadeloupe,Lake Heatherview,Marsh Ways,059,13903,10,9,2002
2873,Cottage,Taiwan,New Oliviaside,Johnson Fords,07518,8119,8,6,2016
2874,House,Papua New Guinea,Davidchester,David Lakes,819,7958,8,10,2009
2875,Penthouse,Martinique,Armstrongport,Pratt Highway,323,8348,9,4,2018
2876,Cottage,New Caledonia,Oliverport,Christopher Cape,44218,12561,6,6,2007
2877,Duplex,Turkmenistan,West Abigailchester,Becker Gardens,0727,9678,7,1,2021
2878,Studio,Bhutan,West Roberttown,Theresa Tunnel,11338,12158,5,4,2020
2879,Villa,Netherlands,Port Jonathantown,Evan Trail,4527,3752,2,7,2004
2880,Townhouse,Paraguay,South Brenda,Juan Street,6756,328,1,9,2018
2881,Cottage,Mozambique,Derrickburgh,Thompson Common,598,2323,7,1,2020
2882,Condo,Rwanda,East Deborahview,John Fall,7296,18585,3,9,2004
2883,Penthouse,Jamaica,Mollyside,Veronica Ferry,831,9043,8,9,2002
2884,Cottage,France,East Roger,Vincent Drive,543,10030,8,1,2022
2885,Duplex,Samoa,Lake Fernandotown,Roman Landing,35386,1148,9,7,2009
2886,Cottage,Belarus,Harrisonborough,Murphy Drives,0637,16629,8,10,2015
2887,Townhouse,Sweden,New Karenmouth,Knight Stravenue,83388,1592,10,6,2022
2888,Townhouse,British Virgin Islands,Lake Marybury,Lara Course,0231,5001,8,7,2015
2889,Villa,Chile,South Raystad,Gates Plains,96106,17656,4,10,2015
2890,Penthouse,Guinea-Bissau,East Courtney,Ernest Extension,961,18396,3,9,2005
2891,Studio,Solomon Islands,West Amandastad,Amy Mill,258,1211,4,1,2017
2892,Townhouse,Iceland,North Jacob,Kathleen Isle,25841,19464,5,2,2016
2893,House,Nicaragua,South Andrewfort,Peter Unions,971,8600,3,10,2007
2894,Condo,Madagascar,Bradymouth,Timothy Squares,8774,15918,10,3,2015
2895,Loft,Sao Tome and Principe,North Lisa,Linda Estates,58327,17643,8,5,2001
2896,Townhouse,Netherlands,Colehaven,Kennedy Meadows,8288,18451,9,6,2020
2897,Condo,Lao People's Democratic Republic,Goodmanton,Karen Junction,888,7756,9,8,2014
2898,Cottage,Seychelles,South Lorrainestad,Pittman Neck,48650,19040,10,9,2013
2899,House,Swaziland,Jarvishaven,Joel Plaza,669,5061,7,3,2008
2900,Studio,Saint Martin,Amberview,Blankenship Union,4961,12001,3,4,2001
2901,Townhouse,Antarctica (the territory South of 60 deg S),East Douglasshire,Gregory Track,896,3155,7,6,2009
2902,Loft,Isle of Man,Gordonside,Robinson Views,082,1480,9,3,2022
2903,Apartment,Norway,Rachelton,Christian Fords,87052,9316,7,10,2021
2904,Villa,San Marino,Fitzgeraldland,Jones Bypass,0548,557,10,4,2003
2905,Loft,Bhutan,Brianberg,George Curve,6866,19215,5,8,2011
2906,Loft,Spain,Rosalestown,Holly Ramp,2924,16885,9,9,2012
2907,Loft,United States Minor Outlying Islands,Thomasberg,Pamela Hills,648,2333,7,10,2008
2908,Cottage,El Salvador,West Donnastad,Cisneros Vista,5668,1267,3,2,2011
2909,Cottage,Ecuador,Josephstad,Ramirez Walk,682,11611,5,7,2002
2910,Cottage,Germany,West Lauren,Melissa Station,569,8174,9,2,2013
2911,Studio,Christmas Island,Fletcherbury,Anderson Center,690,12930,7,4,2003
2912,Townhouse,Greece,New Danielhaven,Matthew Pine,085,14183,8,8,2014
2913,Apartment,Austria,North Anthony,Brandon Fields,472,6920,5,3,2013
2914,Condo,Estonia,Kaitlinchester,Shawn Brooks,6895,9062,3,9,2022
2915,Penthouse,New Zealand,Keithland,Hurley Overpass,787,17776,1,1,2022
2916,Apartment,San Marino,New Michaelstad,Amy Radial,180,4039,5,10,2022
2917,Villa,San Marino,North Eric,Lisa Plain,994,3225,5,1,2004
2918,Studio,Ukraine,Jennifershire,Timothy Run,0530,18184,9,7,2003
2919,Studio,Syrian Arab Republic,Hunterburgh,Bruce Manor,370,17506,8,5,2009
2920,Studio,Botswana,Toddmouth,Martin Canyon,24113,15447,8,5,2016
2921,Townhouse,Cayman Islands,South Lindatown,Jones Coves,46303,18710,4,1,2018
2922,Loft,Kyrgyz Republic,Carsonmouth,Lin Islands,473,6047,7,10,2010
2923,Villa,Chad,New Patrick,Palmer Parkway,538,1762,1,6,2000
2924,Loft,Micronesia,Johnburgh,Calvin Station,81742,3057,2,7,2015
2925,House,Serbia,East Travischester,Bryan Spring,466,11078,10,2,2007
2926,Penthouse,Russian Federation,New John,Lopez Turnpike,835,18018,10,4,2018
2927,Duplex,Tunisia,Port Kristenland,Evans Vista,46782,9549,3,10,2010
2928,Cottage,Honduras,Lisabury,Maxwell Station,0876,8968,1,4,2003
2929,Loft,Gibraltar,Rojasland,Marks Vista,8244,5167,6,4,2006
2930,Apartment,Cook Islands,South Johnathanborough,Deanna Stream,988,10776,8,10,2001
2931,Villa,Mayotte,Troymouth,Smith Burgs,6918,524,8,10,2023
2932,Townhouse,Turks and Caicos Islands,West Joseph,Stanley Pike,97640,8374,8,5,2017
2933,Penthouse,Suriname,New Ryanland,Heidi Mission,3912,2425,5,4,2014
2934,Duplex,Mexico,East Oscar,Nancy Ports,3832,11987,6,4,2013
2935,Villa,Antarctica (the territory South of 60 deg S),West Alejandroborough,Angela Glen,2277,2545,4,2,2011
2936,Penthouse,Canada,Nguyenland,Rose Cape,0468,11657,8,4,2009
2937,Loft,Lebanon,South Kayla,Charlene Club,13802,10029,4,5,2016
2938,Loft,Gibraltar,Fordburgh,Kaitlyn Dale,24918,16381,4,2,2012
2939,House,Guinea,Brianhaven,Vargas Flat,4770,12099,6,7,2002
2940,Studio,Congo,East Jeffreytown,Doyle Fall,313,13161,9,6,2017
2941,Duplex,British Indian Ocean Territory (Chagos Archipelago),North Melissaside,Andrew Points,9368,775,6,6,2008
2942,Duplex,Malawi,Heatherchester,Charles Union,85731,17115,2,10,2016
2943,Villa,United States Virgin Islands,East Andrefort,Shea Road,3844,2253,9,8,2012
2944,Duplex,Croatia,New Danielbury,Becky Plains,861,5868,2,3,2014
2945,Villa,Brazil,Nicolehaven,Campbell Heights,23156,3190,2,8,2013
2946,Apartment,Sudan,Michaelville,Chase Springs,163,10028,3,4,2023
2947,Penthouse,Mozambique,Port Keithland,Rogers Squares,285,9246,1,9,2000
2948,Cottage,Costa Rica,Kevinberg,Kirk Roads,153,16251,1,4,2015
2949,Villa,Greenland,South Austinstad,Stephanie Parkways,597,18233,10,8,2017
2950,Cottage,Armenia,East Kyle,Johnson Squares,4679,8166,9,9,2014
2951,Villa,Austria,New Dawnfurt,Parsons Terrace,640,3661,9,3,2012
2952,House,Central African Republic,South Davidhaven,Michelle Springs,649,6495,4,4,2023
2953,Apartment,Bolivia,Port Anthonymouth,Christina Fords,099,19959,2,1,2009
2954,Cottage,Bulgaria,South Pam,Stephen Via,67234,17871,1,1,2021
2955,Studio,Pitcairn Islands,Christinashire,Anthony Tunnel,1599,8759,4,8,2001
2956,Loft,Macao,North Holly,Natasha Parkway,7065,3653,6,1,2003
2957,Villa,United States Minor Outlying Islands,Donaldport,Rivera Loop,4384,3771,9,3,2012
2958,Condo,Israel,Mitchellmouth,Jamie Crossroad,5025,16778,9,2,2011
2959,Apartment,Antigua and Barbuda,Wadebury,Savannah Club,582,6244,7,10,2017
2960,Townhouse,Mali,Reneemouth,Patton Square,3281,10495,2,1,2017
2961,Condo,Slovakia (Slovak Republic),North Emilymouth,Danny Cape,5504,841,9,9,2008
2962,House,Brunei Darussalam,South Glenn,Barnett Throughway,2488,14926,10,8,2006
2963,Villa,Armenia,Matthewhaven,Denise Hills,262,17320,1,10,2005
2964,House,United States Virgin Islands,North Nicholas,Miller Lakes,70692,16524,2,6,2003
2965,House,Puerto Rico,Port Tracy,Walsh Path,77375,19610,4,9,2021
2966,Villa,Libyan Arab Jamahiriya,West Deborah,Beth Rue,4411,11855,4,7,2022
2967,Penthouse,Timor-Leste,Gregoryshire,Williams Viaduct,345,2470,7,2,2002
2968,Condo,Malaysia,Port Stevenberg,Jeffrey Harbors,642,7694,8,2,2009
2969,Studio,Monaco,South Sean,Jessica Meadows,220,10021,3,8,2000
2970,Duplex,Estonia,Port Lauramouth,Antonio Trail,30330,7539,4,2,2014
2971,Apartment,Indonesia,West Jennifer,Angela Forks,6096,11718,6,2,2016
2972,Penthouse,Suriname,Janetton,Gary Canyon,5124,2784,9,5,2016
2973,Apartment,Bahamas,South Nathanielfurt,Frederick Circle,27258,17474,4,8,2021
2974,Townhouse,Eritrea,Thorntonfort,Tyler Stravenue,11193,1517,3,8,2017
2975,Apartment,Gambia,Thomasmouth,Smith Overpass,41451,8123,2,6,2021
2976,Duplex,Seychelles,South Taylor,Kayla Causeway,024,8319,6,4,2004
2977,Studio,New Zealand,South Mariamouth,Turner Vista,0467,4639,4,10,2013
2978,Apartment,Guyana,Roytown,Morales Underpass,7180,3732,3,5,2012
2979,Penthouse,Samoa,Elizabethview,Linda Ferry,8703,15542,1,3,2021
2980,Apartment,Monaco,Rebeccafurt,Lori Circles,692,2295,6,6,2014
2981,Studio,Costa Rica,Christinastad,Kristi Union,1986,2751,2,3,2010
2982,Condo,Tokelau,Lake Danaland,Michael Manor,7816,16265,3,9,2022
2983,Cottage,Ghana,Lake Cheryl,Lisa Road,66102,9451,3,3,2023
2984,Penthouse,Japan,North Bailey,Hunter Mills,690,377,2,2,2022
2985,Townhouse,Bahamas,Brownfurt,Knight Ridge,16783,14657,10,4,2004
2986,Studio,Montenegro,Walterview,Dalton Walks,40451,12092,3,10,2009
2987,Penthouse,Andorra,Michaelstad,Evans Spur,296,2068,1,2,2001
2988,Cottage,South Africa,North Brittanystad,Howell Port,194,17234,1,6,2013
2989,Studio,Ecuador,West Darren,Mullins Mountain,2771,1924,3,6,2009
2990,Condo,Indonesia,Shafferfort,Tina Vista,16724,5998,7,2,2005
2991,Villa,Portugal,Port Jeffrey,Melissa Rest,30184,4807,8,7,2006
2992,House,Antarctica (the territory South of 60 deg S),Byrdshire,Martin Burg,669,15438,8,3,2013
2993,Loft,Bermuda,Paigemouth,Peck Causeway,595,14715,3,8,2009
2994,Apartment,Mali,Lake Daniel,Davis Fall,704,4735,7,10,2013
2995,Apartment,Falkland Islands (Malvinas),Lorraineport,Stanley Curve,3875,19506,7,2,2017
2996,Condo,Palestinian Territory,South Elizabethview,Sarah Inlet,744,8531,8,2,2006
2997,Condo,Australia,Rogersfurt,Shane Cliff,4490,16052,2,7,2005
2998,Loft,Micronesia,South Andreamouth,Kenneth Parkways,34680,15617,5,1,2007
2999,Townhouse,Bahamas,Aprilton,Misty Village,8294,13605,10,7,2015
3000,Loft,Venezuela,North Jonathan,Chad Lakes,672,2338,7,3,2021
3001,Condo,Netherlands Antilles,Johnton,Harrington Avenue,92056,9787,3,1,2015
3002,Townhouse,Iceland,Dawsonchester,Garcia Lake,657,8406,6,9,2021
3003,House,Belgium,North Breannaborough,Patrick Green,799,13849,10,2,2020
3004,Condo,Seychelles,Boonemouth,Patel Wells,355,3434,1,5,2009
3005,Penthouse,Bermuda,Millerchester,Miller Club,0069,7274,9,2,2002
3006,Condo,Saint Kitts and Nevis,East Monica,Catherine Glens,610,17142,2,3,2008
3007,Penthouse,United Kingdom,New Kayla,Mark Drive,28419,11637,2,2,2007
3008,Penthouse,Venezuela,Wellschester,Edward Well,101,6058,8,8,2002
3009,Studio,American Samoa,Cainfurt,Murphy Turnpike,400,5047,4,8,2005
3010,Townhouse,Oman,West Rebeccaburgh,Smith Knolls,8969,16712,5,9,2004
3011,Studio,Myanmar,Lewistown,Tyler Prairie,906,1637,7,5,2004
3012,Cottage,Dominican Republic,Salazarton,Andrews Prairie,88982,5349,10,9,2006
3013,Studio,Gibraltar,Jasonmouth,Tammy Square,74167,17162,1,4,2019
3014,Condo,Northern Mariana Islands,Port Jenniferville,Rebecca Hill,6747,7498,5,8,2016
3015,Penthouse,Ireland,Hallview,Delacruz Extensions,04553,650,4,7,2020
3016,Villa,Slovenia,Sanchezhaven,Maddox Port,80674,9134,10,6,2003
3017,Apartment,Mauritania,South Christian,Miguel Cape,393,11192,9,3,2021
3018,Cottage,Gibraltar,New Michaelhaven,Juarez Ferry,02728,13029,10,4,2019
3019,Studio,Myanmar,Shelbyfurt,Sara Oval,9050,10245,7,8,2009
3020,Apartment,Malta,Sarahberg,Rachel Village,100,16187,8,10,2006
3021,Apartment,Suriname,Elizabethland,Craig Loaf,8842,6610,10,5,2012
3022,Villa,Sierra Leone,Freemanside,Elizabeth Tunnel,359,3237,8,5,2012
3023,Studio,Slovenia,North Amytown,Nathan Land,7736,8097,1,1,2018
3024,Condo,Ukraine,Mcdonaldchester,Jonathan Grove,7024,5239,10,5,2003
3025,Condo,Central African Republic,Stacyhaven,Barrett Track,85523,2238,1,5,2010
3026,Apartment,Croatia,Garciahaven,Elizabeth Gateway,03983,5075,3,7,2004
3027,Loft,Honduras,Port Reneeburgh,Daniels Mills,527,9196,3,9,2016
3028,Loft,Reunion,South Sonyachester,Ashley Inlet,672,19354,1,8,2014
3029,House,Uruguay,Jillchester,Gonzales Drive,4316,11576,1,8,2023
3030,Townhouse,Vietnam,Rodneyton,Pena Valleys,787,6997,1,10,2007
